S.No.,Product Code,Product Name,Malayalam Name,Category,Base Unit,Sell Mode,Base Unit Price (INR),Max Price Ceiling (INR),Default Variant,All Variants (Pack - Price),Image CDN URL
1274,ANG-STA-0087,Apsara Poster colour,അപ്സര പോസ്റ്റർ കളർ,Household & Stationery,pack,Fixed,120.00,138.00,1 Pack / Set (₹120),1 Pack / Set: ₹120,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_poster_colour.png
1275,ANG-STA-0088,Apsara Premium Colour Pencil,അപ്സര പ്രീമിയം കളർ പെൻസിൽ,Household & Stationery,pack,Fixed,45.00,52.00,1 Pack / Set (₹45),1 Pack / Set: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_premium_colour_pencil.png
1276,ANG-STA-0089,Apsara Sketch Pen,അപ്സര സ്കെച്ച് പെൻ,Household & Stationery,pack,Fixed,40.00,46.00,1 Pack / Set (₹40),1 Pack / Set: ₹40,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_sketch_pen.png
1277,ANG-STA-0090,Apsara Water Colour Tubes,അപ്സര വാട്ടർ കളർ tubes,Household & Stationery,pack,Fixed,75.00,87.00,1 Pack / Set (₹75),1 Pack / Set: ₹75,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_water_colour_tubes.png
1278,ANG-STA-0091,Apsara Wax Crayon,അപ്സര വാക്സ് ക്രയോൺസ്,Household & Stationery,pack,Fixed,35.00,41.00,1 Pack / Set (₹35),1 Pack / Set: ₹35,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_wax_crayon.png
1279,ANG-STA-0092,Apsara Wax Crayon - Extra Long,അപ്സര വാക്സ് ക്രയോൺസ് - extra long,Household & Stationery,pack,Fixed,35.00,41.00,1 Pack / Set (₹35),1 Pack / Set: ₹35,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_wax_crayon_extra_long.png
1280,ANG-STA-0093,Apsara Ace Kit,അപ്സര ഏസ് സ്റ്റേഷനറി കിറ്റ്,Household & Stationery,pack,Fixed,99.00,114.00,1 Kit (₹99),1 Kit: ₹99,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_ace_kit.png
1281,ANG-STA-0094,Apsara Bag,അപ്സര bag,Household & Stationery,pack,Fixed,249.00,287.00,1 Kit (₹249),1 Kit: ₹249,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_apsara_bag.png
1282,ANG-STA-0095,Apsara Art Explorer Kit,അപ്സര ആർട്ട് എക്സ്പ്ലോറർ കിറ്റ്,Household & Stationery,pack,Fixed,179.00,206.00,1 Kit (₹179),1 Kit: ₹179,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_art_explorer_kit.png
1283,ANG-STA-0096,Apsara Art Kit,അപ്സര art കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_art_kit.png
1284,ANG-STA-0097,Apsara Avengers kit,അപ്സര avengers കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_avengers_kit.png
1285,ANG-STA-0098,Apsara Avengers Play Set,അപ്സര avengers play set കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_avengers_play_set.webp
1286,ANG-STA-0099,Apsara Colouring Kit,അപ്സര കളറിംഗ് കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_colouring_kit.png
1287,ANG-STA-0100,Apsara Designer's kit,അപ്സര designer's കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_designers_kit.png
1288,ANG-STA-0101,Apsara Disney Princess Kit (₹199 Edition),അപ്സര ഡിസ്നി പ്രിൻസസ് കിറ്റ് ((₹199 എഡിഷൻ)),Household & Stationery,pack,Fixed,199.00,229.00,1 Complete Kit (₹199),1 Complete Kit: ₹199,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_disney_princess_kit_1.jpg
1289,ANG-STA-0102,Apsara Disney Princess Kit (₹99 Edition),അപ്സര ഡിസ്നി പ്രിൻസസ് കിറ്റ് ((₹99 എഡിഷൻ)),Household & Stationery,pack,Fixed,99.00,114.00,1 Complete Kit (₹99),1 Complete Kit: ₹99,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_disney_princess_kit_2.png
1290,ANG-STA-0103,Apsara Disney Princess Kit (₹50 Edition),അപ്സര ഡിസ്നി പ്രിൻസസ് കിറ്റ് ((₹50 എഡിഷൻ)),Household & Stationery,pack,Fixed,50.00,58.00,1 Mini Kit (₹50),1 Mini Kit: ₹50,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_disney_princess_kit_3.jpg
1291,ANG-STA-0104,Apsara Frozen Magic Set,അപ്സര frozen magic set കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_avengers_play_set_copy.webp
1292,ANG-STA-0105,Apsara Funaza kit,അപ്സര funaza കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_funaza_kit.png
1293,ANG-STA-0106,Apsara Joy Kit,അപ്സര joy കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_joy_kit.png
1294,ANG-STA-0107,Apsara Mandala Kit,അപ്സര mandala കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_mandala_kit.png
1295,ANG-STA-0108,Apsara Marvel Avengers Kit (₹199 Edition),അപ്സര മാർവൽ അവഞ്ചേഴ്സ് കിറ്റ് ((₹199 എഡിഷൻ)),Household & Stationery,pack,Fixed,199.00,229.00,1 Complete Kit (₹199),1 Complete Kit: ₹199,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_avengers_kit_4.jpg
1296,ANG-STA-0109,Apsara Marvel Avengers Kit (₹99 Edition),അപ്സര മാർവൽ അവഞ്ചേഴ്സ് കിറ്റ് ((₹99 എഡിഷൻ)),Household & Stationery,pack,Fixed,99.00,114.00,1 Complete Kit (₹99),1 Complete Kit: ₹99,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_avengers_kit_3.png
1297,ANG-STA-0110,Apsara Marvel Avengers Kit (₹50 Edition),അപ്സര മാർവൽ അവഞ്ചേഴ്സ് കിറ്റ് ((₹50 എഡിഷൻ)),Household & Stationery,pack,Fixed,50.00,58.00,1 Mini Kit (₹50),1 Mini Kit: ₹50,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_avengers_kit_2.png
1298,ANG-STA-0111,Apsara Marvel Avengers Kit (₹30 Edition),അപ്സര മാർവൽ അവഞ്ചേഴ്സ് കിറ്റ് ((₹30 എഡിഷൻ)),Household & Stationery,pack,Fixed,30.00,35.00,1 Mini Pack (₹30),1 Mini Pack: ₹30,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_avengers_kit_1.png
1299,ANG-STA-0112,Apsara Marvel Spider-Man Kit (₹199 Edition),അപ്സര മാർവൽ സ്പൈഡർമാൻ കിറ്റ് ((₹199 എഡിഷൻ)),Household & Stationery,pack,Fixed,199.00,229.00,1 Complete Kit (₹199),1 Complete Kit: ₹199,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_spider_man_kit_3.png
1300,ANG-STA-0113,Apsara Marvel Spider-Man Kit (₹99 Edition),അപ്സര മാർവൽ സ്പൈഡർമാൻ കിറ്റ് ((₹99 എഡിഷൻ)),Household & Stationery,pack,Fixed,99.00,114.00,1 Complete Kit (₹99),1 Complete Kit: ₹99,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_spider_man_kit_2.png
1301,ANG-STA-0114,Apsara Marvel Spider-Man Kit (₹50 Edition),അപ്സര മാർവൽ സ്പൈഡർമാൻ കിറ്റ് ((₹50 എഡിഷൻ)),Household & Stationery,pack,Fixed,50.00,58.00,1 Mini Kit (₹50),1 Mini Kit: ₹50,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_spider_man_kit_1.png
1302,ANG-STA-0115,Apsara Mini Artist Kit,അപ്സര mini artist കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_mini_artist_kit.png
1303,ANG-STA-0116,Apsara My Apsara Kit,അപ്സര my അപ്സര കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_my_apsara_kit.png
1304,ANG-STA-0117,Apsara Platinum Kit,അപ്സര platinum കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_platinum_kit.png
1305,ANG-STA-0118,Apsara Premium Scholars Kit,അപ്സര premium scholars കിറ്റ്,Household & Stationery,pack,Fixed,99.00,114.00,1 Kit (₹99),1 Kit: ₹99,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_premium_scholars_kit.png
1306,ANG-STA-0119,Apsara Scholar's Kit,അപ്സര scholar's കിറ്റ്,Household & Stationery,pack,Fixed,99.00,114.00,1 Kit (₹99),1 Kit: ₹99,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_scholars_kit.png
1307,ANG-STA-0120,Apsara Water Coloring Kit,അപ്സര water coloring കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_water_coloring_kit.png
1308,ANG-STA-0121,Apsara Writing Kit,അപ്സര writing കിറ്റ്,Household & Stationery,pack,Fixed,149.00,172.00,1 Kit (₹149),1 Kit: ₹149,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_writing_kit.png
1309,ANG-STA-0201,Nataraj 621 BE Bold Pencil,നടരാജ് 621 ബി ബോൾഡ് പെൻസിൽ,Household & Stationery,pcs,Fixed,6.00,7.00,Box of 10 (₹60),Box of 10: ₹60 | Pack of 5: ₹31 | 1 Pc: ₹6,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_621_be_bold_pencil.webp
1310,ANG-STA-0202,Nataraj Checking Pencil,നടരാജ് ചെക്കിംഗ് പെൻസിൽ,Household & Stationery,pcs,Fixed,5.00,6.00,Box of 10 (₹50),Box of 10: ₹50 | Pack of 5: ₹26 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_checking_pencil.png
1311,ANG-STA-0203,Nataraj Colour Pencils,നടരാജ് colour പെൻസിലുകൾ,Household & Stationery,pcs,Fixed,8.00,10.00,Box of 10 (₹75),Box of 10: ₹75 | Pack of 5: ₹39 | 1 Pc: ₹8,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_colour_pencils.webp
1312,ANG-STA-0204,Nataraj Define Mechanical Pencil,നടരാജ് define mechanical പെൻസിൽ,Household & Stationery,pcs,Fixed,25.00,29.00,1 Pc (₹25),1 Pc: ₹25 | Pack of 2: ₹48,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_define_mechanical_pencil.png
1313,ANG-STA-0205,Nataraj Fluro Print Pencil,നടരാജ് ഫ്ലൂറോ പ്രിന്റ് പെൻസിൽ,Household & Stationery,pcs,Fixed,6.00,7.00,Box of 10 (₹60),Box of 10: ₹60 | Pack of 5: ₹31 | 1 Pc: ₹6,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_fluro_print_pencil.png
1314,ANG-STA-0206,Nataraj Hidey Pencils,നടരാജ് ഹൈഡി പെൻസിലുകൾ,Household & Stationery,pcs,Fixed,5.00,6.00,Box of 10 (₹50),Box of 10: ₹50 | Pack of 5: ₹26 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_hidey_pencils.png
1315,ANG-STA-0207,Nataraj Pointz Lead,നടരാജ് പോയിന്റ്സ് ലെഡ്,Household & Stationery,pcs,Fixed,5.00,6.00,Box of 10 (₹50),Box of 10: ₹50 | Pack of 5: ₹26 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_pointz_lead.png
1316,ANG-STA-0208,Nataraj Pokit Mechanical Pencil,നടരാജ് പോക്കറ്റ് മെക്കാനിക്കൽ പെൻസിൽ,Household & Stationery,pcs,Fixed,25.00,29.00,1 Pc (₹25),1 Pc: ₹25 | Pack of 2: ₹48,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_pokit_mechanical_pencil.png
1317,ANG-STA-0209,Nataraj Stripes Pencil,നടരാജ് സ്ട്രൈപ്സ് പെൻസിൽ,Household & Stationery,pcs,Fixed,5.00,6.00,Box of 10 (₹50),Box of 10: ₹50 | Pack of 5: ₹26 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pencils_stripes_pencil.png
1318,ANG-STA-0210,Nataraj 621 Plasto Eraser,നടരാജ് 621 പ്ലാസ്റ്റോ ഇറേസർ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹20),Pack of 5: ₹20 | Box of 20: ₹80 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_621_plasto.png
1319,ANG-STA-0211,Nataraj Pebbles Eraser,നടരാജ് pebbles ഇറേസർ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹20),Pack of 5: ₹20 | Box of 20: ₹80 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_pebbles.png
1320,ANG-STA-0212,Nataraj Petals Eraser,നടരാജ് petals ഇറേസർ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹20),Pack of 5: ₹20 | Box of 20: ₹80 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_petals.png
1321,ANG-STA-0213,Nataraj Smiley Erasers,നടരാജ് smiley ഇറേസറുകൾ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹20),Pack of 5: ₹20 | Box of 20: ₹80 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_smiley_erasers.png
1322,ANG-STA-0214,Nataraj Wild E Eraser,നടരാജ് wild e ഇറേസർ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹20),Pack of 5: ₹20 | Box of 20: ₹80 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_wild_e.png
1323,ANG-STA-0215,Nataraj 621 Sharpener,നടരാജ് 621 ഷാർപ്നർ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹25),Pack of 5: ₹25 | Box of 20: ₹90 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/sharpeners_621_sharpener.png
1324,ANG-STA-0216,Nataraj Crystal Heart Sharpener,നടരാജ് crystal heart ഷാർപ്നർ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹25),Pack of 5: ₹25 | Box of 20: ₹90 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/sharpeners_crystal_heart_sharpener.png
1325,ANG-STA-0217,Nataraj Crystal Round Sharpener,നടരാജ് crystal round ഷാർപ്നർ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹25),Pack of 5: ₹25 | Box of 20: ₹90 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/sharpeners_crystal_round_sharpener.png
1326,ANG-STA-0218,Nataraj Left Ease Sharpener,നടരാജ് left ease ഷാർപ്നർ,Household & Stationery,pcs,Fixed,5.00,6.00,Pack of 5 (₹25),Pack of 5: ₹25 | Box of 20: ₹90 | 1 Pc: ₹5,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/sharpeners_left_ease_sharpener.png
1327,ANG-STA-0219,Nataraj 621 Scale,നടരാജ് 621 സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_621_scale.png
1328,ANG-STA-0220,Nataraj Classic Compass Scale,നടരാജ് classic കോമ്പസ് സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_classic_compass.png
1329,ANG-STA-0221,Nataraj Classic Protractor Scale,നടരാജ് classic പ്രൊട്രാക്ടർ സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_classic_protractor.png
1330,ANG-STA-0222,Nataraj Construct Geometry Box Scale,നടരാജ് construct ജോമെട്രി ബോക്സ് സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_construct_geometry_box.png
1331,ANG-STA-0223,Nataraj Define Geometry Box Scale,നടരാജ് define ജോമെട്രി ബോക്സ് സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_define_geometry_box.png
1332,ANG-STA-0224,Nataraj Fundamental Instrument Set Scale,നടരാജ് fundamental instrument set സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_fundamental_instrument_set.png
1333,ANG-STA-0225,Nataraj Onpoint Geometry Box Scale,നടരാജ് onpoint ജോമെട്രി ബോക്സ് സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_onpoint_geometry_box.png
1334,ANG-STA-0226,Nataraj Pokit Geomtry Box Scale,നടരാജ് pokit geomtry box സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_pokit_geomtry_box.png
1335,ANG-STA-0227,Nataraj Toolkit Geometry Box Scale,നടരാജ് toolkit ജോമെട്രി ബോക്സ് സ്കെയിൽ,Household & Stationery,pcs,Fixed,10.00,12.00,15 cm Scale (1 Pc) (₹10),15 cm Scale (1 Pc): ₹10 | Pack of 5: ₹45,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_toolkit_geometry_box.png
1336,ANG-STA-0228,Nataraj All Rounder Ball Pen,നടരാജ് all rounder ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_all_rounder_ball_pen.webp
1337,ANG-STA-0229,Nataraj All Spark Ball Pen,നടരാജ് all spark ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_all_spark_ball_pen.png
1338,ANG-STA-0230,Nataraj Classic Ball Pen,നടരാജ് ക്ലാസിക് ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_classic_ball_pen.png
1339,ANG-STA-0231,Nataraj Gelix Gel Pen,നടരാജ് ജെലിക്സ് ജെൽ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_gelix_gel_pen.png
1340,ANG-STA-0232,Nataraj Gelix II Gel Pen,നടരാജ് gelix ii ജെൽ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_gelix_ii_gel_pen.png
1341,ANG-STA-0233,Nataraj Glow Ball Pen,നടരാജ് glow ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_glow_ball_pen.png
1342,ANG-STA-0234,Nataraj Gripwrite Ball Pen,നടരാജ് gripwrite ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_gripwrite_ball_pen.png
1343,ANG-STA-0235,Nataraj Hidey Ball Pen,നടരാജ് hidey ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_hidey_ball_pen.webp
1344,ANG-STA-0236,Nataraj Itip Gel Pen,നടരാജ് itip ജെൽ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_itip_gel_pen.png
1345,ANG-STA-0237,Nataraj Max Grip Ball Pen,നടരാജ് max grip ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_max_grip_ball_pen.png
1346,ANG-STA-0238,Nataraj Max Grip Gel Pen,നടരാജ് max grip ജെൽ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_max_grip_gel_pen.webp
1347,ANG-STA-0239,Nataraj Mist Ball Pen,നടരാജ് മിസ്റ്റ് ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_mist_ball_pen.png
1348,ANG-STA-0240,Nataraj Penlock Ball Pen,നടരാജ് penlock ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_penlock_ball_pen.png
1349,ANG-STA-0241,Nataraj Retrax Ball Pen,നടരാജ് retrax ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_retrax_ball_pen.png
1350,ANG-STA-0242,Nataraj Skater Gel Pen,നടരാജ് skater ജെൽ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_skater_gel_pen.png
1351,ANG-STA-0243,Nataraj Slay Ball Pen,നടരാജ് slay ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_slay_ball_pen.webp
1352,ANG-STA-0244,Nataraj Snappy Ball Pen,നടരാജ് snappy ബോൾ പേന,Household & Stationery,pcs,Fixed,10.00,12.00,Pack of 5 Pens (₹48),Pack of 5 Pens: ₹48 | 1 Pen: ₹10,https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_snappy_ball_pen.png
